"ID","Number of days with 0 activities","Average Activities Per Session","Total Number of Logins","Time Test 1A","Time Test 1B","Time Test 2 Part 1A","Time Test 2 Part 1B","Time Test 2 Part 2A","Time Test 2 Part 2B","Time Test 3A","Time Test 3B","Time Test 4A","Time Test 4B","Time Test 5A","Time Test 5B","Time Test 6A","Time Test 6B","Time Test 7A","Time Test 7B","Average time taking tests in minutes",Grade,Above Average
"99","33","6.3214287757873535","72","36.083333333333336","26.45","50.583333333333336","0","30.883333333333333","0","30.766666666666666","48.2","40.733333333333334","48.1","29.983333333333334","0","0","0","0","0","21.361458333333335",903.85,N
"100","44","5.607142925262451","39","13.066666666666666","18.233333333333334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.95625",128.88,N
"101","15","10.375","126","29.133333333333333","16.933333333333334","28.483333333333334","27.416666666666668","15.616666666666667","14.3","35.3","23.75","26.383333333333333","38.38333333333333","19.9","28.8","0","0","0","0","19.025",1010.99,Y
"102","28","8.178571701049805","124","39.35","29.533333333333335","105.81666666666666","66.83333333333333","63.016666666666666","0","1398.5166666666667","0","65.86666666666666","65.85","0","0","0","0","0","0","114.67395833333332",915.34,N
"103","32","7.589285850524902","88","24.9","0","24.05","0","15.25","0","24.266666666666666","0","17.816666666666666","0","0","0","0","0","0","0","6.642708333333333",972.05,Y
"104","18","11.25","142","55.56666666666667","31.483333333333334","52.083333333333336","72.15","42.35","51.03333333333333","79.13333333333334","71.4","60.416666666666664","103.98333333333333","0","0","0","0","0","0","38.725",782.88,N
"105","62","1.2857142686843872","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0",904.83,N
"106","17","11.071428298950195","121","43.9","39.833333333333336","47.7","28.266666666666666","24.533333333333335","30.95","26.5","45.266666666666666","68.76666666666667","59.666666666666664","30.816666666666666","76.73333333333333","0","0","0","0","32.68333333333333",978.27,Y
"107","37","7.5714287757873535","57","19.116666666666667","0","18.483333333333334","0","14.133333333333333","0","23.383333333333333","0","24.183333333333334","0","14.033333333333333","0","0","0","0","0","7.083333333333334",1010.28,Y
"108","47","3.642857074737549","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0",49,N
"109","31","7.607142925262451","93","49.93333333333333","59.8","103.21666666666667","0","59.333333333333336","1363.3","0","93.96666666666667","1350.5333333333333","61.78333333333333","0","0","0","0","0","0","196.36666666666665",808.58,N
"110","12","12.714285850524902","154","32.45","37.06666666666667","62.0","0","43.0","56.28333333333333","68.06666666666666","82.66666666666667","83.98333333333333","0","31.85","0","0","0","0","0","31.08541666666667",926.89,Y
"111","16","10.089285850524902","122","13.866666666666667","12.95","21.783333333333335","18.85","16.066666666666666","14.883333333333333","21.15","30.75","19.916666666666668","24.833333333333332","20.1","21.966666666666665","0","0","0","0","14.819791666666667",955.32,Y
